Generation,MeanFitness,StdDevFitness,MaxFitness
1,26.609737647675285,31.458188085453866,90.9252886203982
2,29.07387442669296,25.44104588665855,91.73642023266135
3,48.20266076542734,30.13723679982602,90.8359824938127
4,52.04932183339447,32.491284820440235,91.5584215803562
5,46.805416792001445,32.78767547088464,91.19598249381269
6,52.251223470082515,30.10623151440779,90.95302464366021
7,57.191506671453844,31.412900226208073,91.91302464366021
8,54.9797775744432,30.809924102137998,91.4596882233926
9,56.479658259562804,31.67511899402675,91.7930246436602
10,58.644157527569604,30.577119588990943,91.8196882233926
11,60.04757497385149,30.65491523485351,91.67642023266134
12,62.505686793064484,30.896283429575952,91.7596882233926
13,61.83448314362568,30.39213400788458,91.8196882233926
14,68.01056043960727,28.637627078238282,91.91302464366021
15,65.4433690468337,30.431841020102304,91.8530246436602
16,63.78154642113574,28.78050236858698,91.7930246436602
17,67.10390336105542,28.306046631450684,91.93968822339261
18,65.15753743676231,31.08237026121916,91.99968822339261
19,61.054531980210406,28.504686409232136,91.79642023266133
20,59.22795779227513,29.297841556617545,91.5196882233926
21,58.72318263084691,31.25118367398008,91.4930246436602
22,65.9007867380943,30.469851560894718,91.8530246436602
23,59.76787429271284,31.36405061559364,91.8796882233926
24,61.81072342487463,29.91722290804137,91.85642023266134
25,61.720519273870934,31.142194066101123,91.91302464366021
26,66.96599549399338,30.079332322354816,91.93968822339261
27,67.54594356276718,29.378878431974034,91.99968822339261
28,66.41046789984253,29.928362022704412,91.8796882233926
29,67.56354621533626,30.07536335734194,91.93968822339261
30,65.54790766940727,28.47050558562231,91.93968822339261
