Generation,MeanFitness,StdDevFitness,MaxFitness
1,24.673724574775378,38.21434912970041,89.35092391510481
2,33.793805657609084,38.081232679952706,90.42779752022555
3,25.94903277657339,34.34345456494723,89.34704041507841
4,24.550787084054193,36.54786322294282,89.49955642660935
5,32.73368714605729,36.49010493675479,90.19067522005318
6,47.370337851380334,36.88220765464734,90.67968822339262
7,54.53238885635636,36.62892189996365,90.43968822339262
8,42.908871553007906,33.13154162602453,90.25356122494232
9,57.08894175159214,35.53569068428974,90.61968822339261
10,54.509636543648,37.71537202709888,90.70964054567597
11,45.58702906487957,39.195835024270586,90.67641489804765
12,46.193113972693965,36.41805183974268,90.70964054567597
13,42.54002625695425,34.7083939701856,90.46626786119734
14,54.9570572241369,34.29731656458655,90.67968822339262
15,57.55774335152433,35.01468532539395,90.70964054567597
16,47.98318359409548,36.389327116551456,90.70964054567597
17,50.14362672938608,39.0411224138998,90.70964054567597
18,56.56035806527573,35.24059101581747,91.61302464366021
19,57.89916992201211,36.86514858130061,91.49642023266134
20,56.15843965380047,38.88596895079935,91.55642023266134
21,55.77225299954134,35.79892908720345,91.49642023266134
22,50.53277091866036,34.73868263530225,91.7930246436602
23,59.786814106618586,33.21350789144753,91.49642023266134
24,60.5400329037237,32.44338281764182,91.79642023266133
25,50.34657639115092,33.40248131183153,91.66964054567597
26,50.18068133706266,31.613497210727566,91.73642023266135
27,59.943945420682304,32.4673902894625,91.7596882233926
28,61.333395938647385,32.787051668653824,91.8796882233926
29,51.19632508920511,34.581658703089616,91.73642023266135
30,45.981235503399475,34.25874280949817,91.67302464366021
