Generation,MeanFitness,StdDevFitness,MaxFitness
1,5.101741286555573,25.63039438203668,91.49061166337202
2,12.838949344089885,30.605777962170002,91.49061166337202
3,26.89634005115651,38.26781638397218,91.49061166337202
4,34.82005716765591,40.40634119392673,92.93193985886488
5,44.73453045768016,38.823370337452104,92.93193985886488
6,50.35374175149858,39.589954874707665,92.93193985886488
7,61.69806948840449,35.01331050484165,92.93193985886488
8,64.66827462840223,34.24622483013214,92.93193985886488
9,71.78895674070552,32.35332325861275,92.93193985886488
10,52.928764453221895,41.2030968767709,92.93193985886488
11,70.437429355185,30.93268163331845,92.93193985886488
12,76.13555386873014,29.71206649681707,92.93193985886488
13,82.02697159267629,24.333689063525792,92.93193985886488
14,75.19053411041409,32.40443846235799,93.51240366476762
15,78.9373796245586,26.431048198408106,93.51240366476762
16,79.319430301555,26.11291038861409,93.51240366476762
17,83.42154108884804,21.849327677186466,93.51240366476762
18,81.01334262733883,24.82047070599384,93.52482618476617
19,84.47839910327743,19.761917611143524,93.52482618476617
20,85.82118104964609,17.360536064406663,93.52482618476617
21,86.4381515578699,16.622093157613072,93.52482618476617
22,88.77583496232246,8.61840729441741,93.52482618476617
23,89.12946770903756,9.671816359546378,93.52482618476617
24,76.62134108592572,32.30610842686435,93.52482618476617
25,85.50559647826205,18.217447311752164,93.52482618476617
26,84.7374578221869,19.211433789857967,93.52482618476617
27,86.5223807796903,16.891131743834766,93.52482618476617
28,88.44948605700289,10.647175848429175,93.59605369405453
29,87.2342520610124,17.283401131501424,93.59605369405453
30,87.71791689333287,13.48377537963155,93.59605369405453
