Generation,MeanFitness,StdDevFitness,MaxFitness
1,26.4993019198804,39.662093684702945,92.39486503108353
2,43.887110483863296,42.15479271531445,92.93931836898449
3,31.707807163765935,41.49433618602728,93.19520306650935
4,30.83380177922619,42.34004700654082,93.49482255552044
5,61.03809991650694,42.268227600041975,93.6835364480685
6,58.81144149390519,43.30719700055309,93.63282822853989
7,32.19706838347415,42.992633401207755,93.21167900420623
8,49.77330855537776,45.19209995323453,93.62389959779559
9,65.22920200784793,42.24999699226885,94.04355803717006
10,62.14605825111264,41.21419158718816,93.49482255552044
11,65.61975835552879,38.98852951781665,93.49482255552044
12,67.80988089412129,39.00658810829769,93.49482255552044
13,72.14260076133189,36.88844042421511,94.04355803717006
14,78.13291712482261,30.42833571157514,93.49482255552044
15,72.60522742908553,36.185362826007896,93.8550499825186
16,68.56283708181508,38.419514542380476,93.85946500072771
17,74.14953921421969,35.20670330077924,93.8550499825186
18,80.5457021172835,28.956679889319087,93.90772657195338
19,71.65814808583924,37.48738812834141,94.04355803717006
20,74.96785246282005,34.475952406020966,93.7950499825186
21,75.89029479435774,33.50983388389596,94.14188000615579
22,65.36091411752528,40.56011286389668,93.49482255552044
23,61.13287029346147,42.700498764402504,93.90772657195338
24,80.3897775763908,29.932442464846353,94.04355803717006
25,82.91870775101398,27.522906785817252,93.99173296930546
26,82.22058836437257,26.876577158606278,93.49482255552044
27,67.87016254445935,39.753338824053785,94.25599331292321
28,69.6389069243967,38.57933691830664,93.85946500072771
29,63.84066164365917,42.104157148704665,94.04355803717006
30,77.48316036566098,32.944385845041886,93.92389959779558
