Generation,MeanFitness,StdDevFitness,MaxFitness
1,11.773003945215043,31.55895334184001,93.28878821817865
2,24.419647278482987,39.394862091653735,93.28878821817865
3,27.56812770302368,39.73784898789299,93.28878821817865
4,36.51640814869829,41.87667252004958,93.36679402095822
5,49.091107323525065,42.62156951929661,93.36679402095822
6,65.27813387008634,38.74874323945782,93.4317323025988
7,71.25825013876,34.62654814884426,94.25240366476763
8,78.48478237874191,29.444896147519067,94.25240366476763
9,80.8662481310287,27.774526949918855,94.25240366476763
10,77.70038576232055,31.68034766107646,94.25240366476763
11,85.75223417535236,21.634795193321875,94.25240366476763
12,82.37474807682786,27.58554691487796,94.25240366476763
13,75.86776726506586,35.06291519237061,94.25240366476763
14,81.21489805551917,28.162474733688573,94.25240366476763
15,84.33180953336003,25.36726334656394,94.25240366476763
16,83.91186207661892,25.339503218572233,94.25240366476763
17,88.17914229975187,18.087169471072635,94.25240366476763
18,72.55774827359502,36.25149361103165,94.43859563501555
19,85.48787496113933,22.564635218451855,94.43859563501555
20,85.2491200590324,22.56792675113835,94.43859563501555
21,87.61161499522655,19.546022892907125,94.43859563501555
22,89.34656962342714,15.20781863066076,94.43859563501555
23,88.15938429688904,18.373019720038045,94.43859563501555
24,78.49781397926961,32.739228638117886,94.43859563501555
25,82.59370569967463,28.035296997715275,94.43859563501555
26,84.22011045312846,26.176477850767977,94.43859563501555
27,86.4597758246384,21.835547381534624,94.43859563501555
28,79.46521860933389,31.278444795518535,94.43859563501555
29,76.33879730000106,33.25871659775804,94.43859563501555
30,88.83733710635472,16.86438602876285,94.43859563501555
