Generation,MeanFitness,StdDevFitness,MaxFitness
1,18.56303239,36.31907958,89.53092392
2,28.68035739,38.24323727,89.77968822
3,39.71357775,36.10799893,91.07642023
4,33.36455401,34.47826053,90.77642023
5,23.72723358,27.3063579,90.92528862
6,28.67419921,28.53386579,89.83968822
7,45.20738619,38.70900903,90.54283177
8,52.91603117,37.89491828,90.20661051
9,47.78557104,38.72578817,90.89302464
10,42.87560763,35.08613676,90.59302464
11,49.06754474,34.29877648,90.64964055
12,52.93062404,35.07246075,90.92661051
13,51.99835678,36.12596192,91.0832462
14,37.60077064,36.56010345,91.24964055
15,53.22974188,35.19704949,91.02687189
16,53.27719504,37.82299272,91.78964055
17,47.20275117,38.61411214,91.08492808
18,52.94740761,36.60456383,91.03968822
19,47.84909895,34.41593595,91.44990022
20,51.44910071,32.96899982,91.66964055
21,60.68005829,34.68846417,91.85642023
22,56.32531334,34.9984708,91.91642023
23,53.77978201,32.73318597,91.46661051
24,60.09616312,31.07428647,91.91642023
25,63.92256827,30.57014757,91.53946701
26,56.14063346,32.65194589,90.76964055
27,54.84813194,31.80661048,92.00661051
28,52.3264765,37.67281686,91.93968822
29,55.59492589,37.98464612,91.40661051
30,61.58216344,34.07755271,92.12661051
